"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"2803213.008
","2803213.008.01
","2803213
","01
","01
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","2
","1
","38
","2
","1
","2
","1
","3
","3
","1
","1
","1
","1
","1
","1
","3
","3
","2
","2
","2
","2
","1
","1
","2
","2
","1
","2
","2
","3
","3
","0
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","1
","1
","1
","1
","
","3
","2
","1
","2
","
","4
","1
","3
","2
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","1
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","3
","473
","U
","3
","46210
","1630
"
"2803213.043
","2803213.043.01
","2803213
","05
","01
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","2
","1
","79
","1
","1
","3
","1
","3
","3
","1
","1
","1
","2
","1
","2
","3
","1
","2
","1
","2
","2
","1
","1
","2
","2
","2
","2
","2
","3
","3
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","2
","2
","1
","1
","2
","2
","2
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","473
","U
","3
","46210
","1630
"
"2803213.074
","2803213.074.05
","2803213
","02
","05
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","2
","1
","26
","2
","2
","2
","2
","3
","2
","1
","2
","2
","2
","2
","1
","1
","1
","2
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","3
","3
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","3
","1
","1
","1
","1
","
","3
","2
","2
","2
","
","3
","3
","2
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","1
","0
","0
","0
","3
","2366
","U
","3
","46210
","1630
"
"2803213.100
","2803213.100.03
","2803213
","03
","03
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","2
","1
","19
","2
","1
","3
","1
","1
","3
","1
","1
","2
","3
","1
","2
","2
","1
","2
","1
","2
","2
","1
","1
","2
","1
","1
","2
","1
","3
","3
","0
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","2
","2
","2
","2
","
","2
","2
","2
","2
","1
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","1
","0
","0
","0
","3
","1420
","U
","3
","46210
","1630
"
"2803213.127
","2803213.127.04
","2803213
","04
","04
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","1
","1
","-
","2
","1
","78
","2
","2
","3
","2
","3
","1
","2
","2
","2
","2
","1
","3
","2
","1
","2
","2
","2
","2
","1
","1
","2
","2
","1
","1
","1
","3
","3
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","1
","1
","1
","
","3
","3
","3
","3
","
","3
","3
","3
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","0
","1
","0
","1
","1
","1
","1
","1
","0
","0
","0
","3
","1420
","U
","3
","46210
","1630
"
"2803226.072
","2803226.072.01
","2803226
","05
","01
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","1
","1
","54
","2
","2
","1
","2
","3
","3
","1
","3
","1
","2
","1
","2
","3
","1
","1
","2
","1
","1
","1
","1
","2
","2
","1
","3
","1
","1
","2
","0
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","1
","1
","2
","2
","
","4
","4
","
","
","
","4
","4
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","1
","0
","1
","0
","1
","1
","1
","1
","1
","0
","0
","0
","4
","1127
","U
","1
","46220
","1620
"
"2803226.075
","2803226.075.02
","2803226
","01
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","1
","2
","26
","2
","1
","2
","2
","3
","3
","2
","2
","3
","2
","2
","3
","2
","1
","1
","1
","2
","2
","9
","9
","2
","2
","2
","3
","2
","2
","2
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","3
","3
","2
","2
","1
","3
","3
","2
","3
","1
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","1
","1
","1
","0
","1
","0
","1
","1
","1
","1
","1
","0
","0
","0
","4
","1127
","U
","1
","46220
","1620
"
"2803226.120
","2803226.120.02
","2803226
","04
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","1
","2
","35
","1
","1
","3
","2
","3
","2
","2
","2
","2
","1
","2
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","1
","0
","1
","0
","1
","1
","1
","1
","1
","0
","0
","0
","4
","1127
","U
","1
","46220
","1620
"
"2803226.153
","2803226.153.04
","2803226
","02
","04
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","1
","2
","19
","2
","2
","3
","2
","3
","3
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","2
","2
","2
","3
","2
","2
","2
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","2
","2
","2
","2
","1
","
","
","
","
","1
","
","
","
","
","2
","1
","0
","1
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","4
","2255
","U
","1
","46220
","1620
"
"2803226.214
","2803226.214.01
","2803226
","03
","01
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","1
","2
","51
","2
","1
","2
","2
","3
","3
","1
","1
","2
","1
","1
","3
","3
","1
","2
","2
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","0
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","2
","2
","1
","2
","
","
","
","4
","
","
","
","
","4
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","1
","0
","0
","3
","1127
","U
","1
","46220
","1620
"
"2803227.025
","2803227.025.01
","2803227
","01
","01
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","57
","2
","2
","3
","2
","3
","3
","2
","2
","2
","2
","2
","3
","3
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","2
","0
","0
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","2
","2
","1
","1
","1
","
","
","1
","1
","2
","
","
","3
","4
","4
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","3
","791
","U
","2
","46230
","1620
"
"2803227.055
","2803227.055.02
","2803227
","04
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","48
","2
","2
","2
","1
","9
","3
","1
","1
","2
","1
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","3
","2
","2
","2
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","1
","1
","1
","2
","
","2
","1
","2
","
","
","3
","2
","2
","
","1
","0
","0
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","1
","1
","1
","0
","1
","0
","1
","1
","1
","1
","1
","0
","0
","0
","4
","791
","U
","2
","46230
","1620
"
"2803227.089
","2803227.089.02
","2803227
","02
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","35
","1
","1
","3
","2
","3
","3
","1
","1
","2
","2
","1
","1
","2
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","3
","2
","3
","2
","0
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","1
","2
","2
","4
","2
","1
","2
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","3
","1187
","U
","2
","46230
","1620
"
"2803227.153
","2803227.153.02
","2803227
","05
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","56
","1
","1
","3
","2
","3
","3
","1
","3
","3
","2
","2
","2
","2
","4
","2
","1
","2
","2
","2
","2
","2
","2
","2
","3
","1
","2
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","2
","2
","1
","2
","2
","
","
","3
","
","2
","
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","1
","1
","0
","1
","1
","0
","1
","1
","1
","1
","1
","0
","0
","0
","3
","791
","U
","2
","46230
","1620
"
"2803241.034
","2803241.034.02
","2803241
","01
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","23
","2
","1
","3
","2
","3
","2
","3
","3
","3
","3
","1
","2
","1
","4
","1
","2
","1
","1
","2
","2
","2
","2
","1
","1
","2
","1
","2
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","2
","1
","1
","1
","1
","
","1
","1
","1
","1
","
","1
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","3
","1025
","U
","2
","46240
","1620
"
"2803241.053
","2803241.053.02
","2803241
","02
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","23
","1
","1
","3
","1
","3
","1
","1
","3
","3
","3
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","1
","1
","1
","1
","
","2
","1
","1
","1
","
","1
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","3
","1025
","U
","2
","46240
","1620
"
"2803241.125
","2803241.125.01
","2803241
","05
","01
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","53
","2
","1
","2
","2
","3
","2
","3
","2
","2
","2
","1
","2
","3
","1
","2
","2
","2
","2
","2
","1
","2
","2
","1
","1
","1
","1
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","1
","2
","1
","2
","
","2
","
","1
","
","
","3
","
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","1
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","0
","0
","0
","2
","1538
","U
","2
","46240
","1620
"
"2803241.136
","2803241.136.03
","2803241
","04
","03
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","1
","18
","2
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","2
","1
","3
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","1
","2
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","2
","1
","1
","1
","1
","
","2
","2
","2
","2
","
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","0
","3
","1538
","U
","2
","46240
","1620
"
"2803243.017
","2803243.017.01
","2803243
","01
","01
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","1
","47
","1
","1
","1
","1
","3
","1
","1
","1
","1
","3
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","1
","1
","1
","1
","
","2
","1
","1
","1
","
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","1
","1004
","U
","2
","46250
","1620
"
"2803243.040
","2803243.040.02
","2803243
","02
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","24
","2
","1
","2
","2
","3
","2
","2
","1
","2
","2
","1
","2
","2
","3
","2
","2
","2
","1
","1
","2
","2
","2
","1
","1
","2
","1
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","1
","1
","1
","1
","
","4
","4
","2
","2
","
","4
","4
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","1
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","0
","0
","0
","4
","1506
","U
","2
","46250
","1620
"
"2803243.103
","2803243.103.01
","2803243
","04
","01
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","1
","48
","2
","1
","1
","2
","3
","3
","2
","1
","1
","1
","1
","1
","2
","3
","2
","2
","2
","1
","1
","1
","2
","2
","1
","1
","1
","1
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","1
","2
","1
","1
","
","3
","
","2
","1
","
","3
","
","2
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","1
","1506
","U
","2
","46250
","1620
"
"2803243.135
","2803243.135.03
","2803243
","05
","03
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","1
","23
","1
","1
","1
","1
","3
","1
","1
","1
","3
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","2
","1
","1
","1
","1
","
","9
","2
","2
","2
","
","9
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","4
","2511
","U
","2
","46250
","1620
"
"2803243.161
","2803243.161.01
","2803243
","03
","01
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","1
","38
","2
","1
","1
","2
","3
","2
","2
","1
","1
","3
","1
","1
","3
","3
","2
","2
","2
","1
","1
","1
","2
","2
","2
","1
","1
","1
","2
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","2
","2
","1
","1
","1
","
","
","2
","1
","1
","
","
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","0
","0
","0
","2
","1506
","U
","2
","46250
","1620
"
"2803245.035
","2803245.035.02
","2803245
","01
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","72
","2
","1
","3
","1
","3
","3
","3
","3
","3
","3
","1
","3
","3
","3
","1
","2
","2
","2
","1
","1
","2
","2
","1
","1
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","1
","2
","1
","2
","
","3
","
","1
","
","
","4
","
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","0
","0
","0
","0
","1
","1
","1
","0
","1
","1
","0
","0
","3
","1406
","U
","2
","46260
","1620
"
"2803245.099
","2803245.099.01
","2803245
","03
","01
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","38
","2
","1
","1
","1
","3
","1
","3
","3
","3
","1
","1
","3
","3
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","1
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","0
","0
","3
","469
","U
","2
","46260
","1620
"
"2803245.130
","2803245.130.01
","2803245
","04
","01
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","1
","48
","2
","1
","1
","2
","3
","2
","2
","1
","2
","2
","1
","2
","3
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","1
","2
","0
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","1
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","3
","1406
","U
","2
","46260
","1620
"
"2803245.150
","2803245.150.03
","2803245
","05
","03
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","70
","1
","1
","3
","3
","3
","3
","3
","3
","3
","3
","1
","3
","3
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","2
","1406
","U
","2
","46260
","1620
"
"2803245.164
","2803245.164.03
","2803245
","02
","03
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","20
","1
","1
","3
","2
","3
","2
","2
","3
","3
","3
","1
","2
","3
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","1
","2
","1
","1
","
","2
","
","1
","1
","
","3
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","1
","1
","1
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","2
","1406
","U
","2
","46260
","1620
"
"2803246.031
","2803246.031.02
","2803246
","01
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","49
","2
","2
","2
","2
","3
","3
","2
","3
","3
","2
","2
","2
","3
","1
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","1
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","2
","2
","1
","1
","
","
","
","2
","2
","
","
","
","3
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","1
","1
","0
","0
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","3
","1481
","U
","2
","46270
","1620
"
"2803246.120
","2803246.120.02
","2803246
","03
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","57
","2
","1
","3
","1
","3
","1
","3
","3
","3
","3
","1
","1
","3
","4
","2
","2
","2
","2
","2
","1
","2
","2
","1
","1
","1
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","1
","1
","1
","1
","
","2
","2
","1
","1
","
","3
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","1
","1
","0
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","2
","987
","U
","2
","46270
","1620
"
"2803246.122
","2803246.122.02
","2803246
","04
","02
","28
","Tamaulipas
","027
","Nuevo Laredo
","0001
","48
","Nuevo Laredo
","0121
","01
","0
","0
","-
","4
","2
","47
","2
","1
","3
","2
","3
","2
","3
","2
","3
","2
","2
","2
","2
","4
","1
","2
","2
","1
","1
","1
","2
","2
","1
","1
","1
","1
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","2
","1
","2
","
","
","
","1
","
","
","
","
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","0
","1
","1
","0
","0
","3
","987
","U
","2
","46270
","1620
"
