"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"19993","2600761.074","2600761.074.02","2600761","04","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",1,"2","30","2","1","3","2","3","3","3","1","1","1","2","2","2","4","2","1","1","2","1","1","2","1","2","2","2","3","3","2","2","2","2","2","2","1","1","1","1","1","3","2","2","2","2","3","2","3","2","2","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","1","0","0","1","1","1","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","2",373,746,"U","3","04545","0257"
"19994","2600777.005","2600777.005.01","2600777","04","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"1","50","2","1","1","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","0","0","1","1","1","1","1","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","1",451,901,"U","4","04546","0258"
"19995","2600777.027","2600777.027.01","2600777","05","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"2","26","2","1","1","1","3","1","1","1","1","3","1","1","3","3","2","2","2","2","2","2","2","2","2","3","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",451,901,"U","4","04546","0258"
"19996","2600777.063","2600777.063.01","2600777","03","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"1","33","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","2","2","2","1","1","1","1","1","1","4","2","2","2","1","4","2","2","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","2","1","2","1","1","2","2","2","2","2","2","2","2","2","1",451,901,"U","4","04546","0258"
"19997","2600777.080","2600777.080.02","2600777","01","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"2","57","2","1","3","2","3","2","2","2","2","1","2","2","2","1","2","2","2","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","","2","2","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","1","0","1","0","1","1","1","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","2",451,1802,"U","4","04546","0258"
"19998","2600777.100","2600777.100.04","2600777","02","04","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"2","21","2","1","1","1","1","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","1","1","2","1","2","1","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",451,1802,"U","4","04546","0258"
"19999","2600795.004","2600795.004.02","2600795","01","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",2,"2","39","2","1","1","2","1","2","2","2","2","3","1","1","3","4","2","1","1","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","1","1","1","2","","4","4","4","","","3","3","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",428,856,"U","4","04547","0258"
"20000","2600795.031","2600795.031.01","2600795","02","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",2,"1","59","2","1","2","2","3","2","2","2","2","2","2","2","2","1","2","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","1","1","4","3","2","2","2","3","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","3","2","","1","2","2","2","2","2","2","2","2","2","2","1",428,856,"U","4","04547","0258"
"20001","2600795.053","2600795.053.01","2600795","03","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",2,"2","48","2","2","3","2","3","2","2","2","2","2","1","2","1","3","2","1","1","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","1","1","1","","2","2","2","1","","2","3","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","0","1","0","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",428,856,"U","4","04547","0258"
"20002","2600795.075","2600795.075.01","2600795","04","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",2,"2","30","2","1","1","2","3","2","1","2","2","2","2","1","2","4","1","1","2","2","1","2","2","2","1","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","3","4","3","4","4","4","3","3","4","3","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","4","1","1","2","","1","2","1","1","2","2","1","2","2","1",428,428,"U","4","04547","0258"
"20003","2600795.096","2600795.096.02","2600795","05","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",2,"2","45","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","2","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","4","4","2","2","4","4","4","2","2","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","2",428,856,"U","4","04547","0258"
"20004","2600801.024","2600801.024.01","2600801","01","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",1,"1","50","2","2","1","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","3","2","3","2","2","3","2","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","2",513,1540,"U","4","04548","0258"
"20005","2600801.046","2600801.046.02","2600801","02","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",1,"1","18","1","1","3","2","1","1","1","2","2","2","1","2","1","3","1","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","","4","3","1","1","","3","2","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","2","2","","1","1","2","2","2","1","2","2","2","2","2","2",513,1027,"U","4","04548","0258"
"20006","2600801.093","2600801.093.01","2600801","05","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",1,"1","35","2","1","1","2","3","1","1","1","1","1","1","2","1","3","2","1","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","4","4","2","2","2","4","4","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","2",513,1027,"U","4","04548","0258"
"20007","2600801.104","2600801.104.01","2600801","03","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",1,"1","43","2","2","2","2","3","2","2","2","2","2","2","2","2","3","2","1","2","2","2","1","2","2","1","1","1","1","2","1","1","2","1","2","1","1","1","1","1","1","3","3","2","2","1","2","4","1","2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","0","1","0","1","1","0","0","0","0","2","1","2","2","","2","2","2","1","2","2","2","2","2","1",513,513,"U","4","04548","0258"
"20008","2600801.131","2600801.131.02","2600801","04","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",1,"2","37","2","1","1","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","2","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","3","2","2","2","4","4","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1","1","1","1","0","0","0","4","1","2","2","","1","2","2","2","2","2","2","2","2","1",513,1027,"U","4","04548","0258"
"20009","2600814.009","2600814.009.02","2600814","03","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",5,"2","28","2","1","1","2","3","2","2","2","2","3","2","2","2","3","1","1","2","1","2","1","2","2","1","1","1","3","2","2","2","2","2","2","2","1","1","1","2","2","4","4","4","","","4","4","3","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","1","1","0","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",498,997,"U","4","04549","0258"
"20010","2600814.057","2600814.057.03","2600814","01","03","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",5,"1","20","2","1","1","1","1","2","2","2","2","2","1","2","1","3","2","1","2","2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","","3","2","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",498,1495,"U","4","04549","0258"
"20011","2600814.110","2600814.110.03","2600814","05","03","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",5,"1","18","2","1","2","2","2","2","2","2","2","2","1","2","2","3","1","1","2","2","1","1","2","2","1","1","1","3","2","2","2","2","2","2","2","1","1","1","1","1","4","3","2","1","1","4","2","2","2","2","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","1","1","0","1","1","1","1","1","0","0","0","4","1","1","1","1","2","2","2","2","2","2","2","2","2","2",498,1495,"U","4","04549","0258"
"20012","2600836.020","2600836.020.02","2600836","03","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",5,"1","44","2","1","1","2","3","2","2","2","2","2","1","2","2","3","2","1","1","1","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","0","1","0","0","0","0","1","1","1","1","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",381,763,"U","3","04550","0257"
"20013","2600836.083","2600836.083.02","2600836","01","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",5,"2","41","2","1","2","2","3","2","2","1","1","3","1","1","1","4","2","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","2","2","2","3","4","","","","4","4","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","4","1","2","2","","2","2","2","1","2","2","2","2","2","1",381,381,"U","3","04550","0257"
"20014","2600836.104","2600836.104.04","2600836","02","04","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",1,2,"-",5,"2","20","2","2","3","1","3","1","1","3","3","3","1","1","2","4","2","1","2","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","2","2","1","1","1","1","","2","2","2","2","","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","1","0","0","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","1","2","2","2","2","2","3",381,763,"U","3","04550","0257"
"20015","2600838.030","2600838.030.03","2600838","03","03","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",3,"1","23","2","1","1","1","3","1","1","2","2","3","1","1","2","3","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","4","4","4","4","4","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","3","1","2","1","1","2","2","2","2","2","2","2","2","2","1",453,1812,"U","2","04551","0256"
"20016","2600838.051","2600838.051.01","2600838","04","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",3,"1","32","2","1","1","1","3","2","2","2","2","1","1","1","3","3","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","1","0","0","0","3","2","","1","1","2","2","1","1","2","2","2","1","2","1",453,906,"U","2","04551","0256"
"20017","2600838.055","2600838.055.01","2600838","01","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",3,"1","62","1","1","3","1","3","1","1","1","1","1","3","1","3","4","2","1","2","2","2","1","2","2","1","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","4",453,906,"U","2","04551","0256"
"20018","2600843.010","2600843.010.02","2600843","03","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",3,"2","33","2","1","1","2","3","2","2","2","2","2","2","2","2","4","1","1","2","1","1","1","2","2","1","2","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","4","2","","2","","1","2","2","2","2","2","2","2","2","1",379,758,"U","3","04552","0257"
"20019","2600843.035","2600843.035.02","2600843","04","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",3,"2","41","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","2","1","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",379,1515,"U","3","04552","0257"
"20020","2600843.056","2600843.056.05","2600843","05","05","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",1,1,"-",3,"1","65","2","1","1","2","3","1","1","1","1","1","1","1","3","4","2","1","2","2","1","1","2","1","2","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","1","1","0","1","1","1","0","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",379,758,"U","3","04552","0257"
"20021","2600843.077","2600843.077.01","2600843","01","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",3,"1","71","2","1","3","2","3","2","2","1","1","3","1","1","1","3","2","1","2","2","2","1","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","3","3","2","2","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","1","0","0","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",379,1515,"U","3","04552","0257"
"20022","2600843.103","2600843.103.01","2600843","02","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",3,"1","25","1","1","1","1","3","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",379,1136,"U","3","04552","0257"
"20023","2600861.012","2600861.012.02","2600861","02","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"2","35","2","2","2","2","3","2","3","2","2","2","1","1","1","3","1","2","1","1","2","1","2","2","2","1","1","1","2","2","1","2","2","2","2","1","2","2","1","2","4","","","3","","4","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","1","1","1","1","1","1","1","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","3",380,1141,"U","2","04553","0256"
"20024","2600861.043","2600861.043.01","2600861","01","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"2","44","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","2","1","1","1","1","3","2","2","2","2","1","2","2","1","1","1","1","1","4","4","4","2","3","4","4","3","2","3","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","1","1","0","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",380,761,"U","2","04553","0256"
"20025","2600861.067","2600861.067.03","2600861","03","03","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",1,2,"-",4,"2","68","2","1","2","2","3","2","2","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","2",380,380,"U","2","04553","0256"
"20026","2600861.096","2600861.096.02","2600861","04","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"2","37","2","1","3","2","3","1","1","1","1","1","1","2","1","3","1","1","2","2","1","2","2","1","1","2","2","1","2","2","2","2","2","2","1","1","2","1","1","1","3","","1","2","2","3","","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","3",380,761,"U","2","04553","0256"
"20027","2600861.121","2600861.121.01","2600861","05","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,1,"-",4,"2","44","2","1","1","2","3","2","2","2","2","3","2","2","3","3","1","1","1","1","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","1",380,380,"U","2","04553","0256"
"20028","2600867.014","2600867.014.01","2600867","01","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",2,"1","39","2","1","1","1","3","1","1","2","2","3","1","1","1","3","1","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","3","3","3","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",478,956,"U","2","04554","0256"
"20029","2600867.045","2600867.045.03","2600867","02","03","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",2,"1","19","1","1","1","2","3","2","2","2","2","3","2","1","1","3","1","1","1","1","1","1","2","1","1","1","2","1","2","2","2","2","2","2","2","1","1","1","1","1","4","2","2","2","2","4","3","2","2","2","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","2","2","","1","1","2","2","2","2","2","2","2","2","2","1",478,1913,"U","2","04554","0256"
"20030","2600867.073","2600867.073.02","2600867","03","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",2,"2","38","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","3","3","3","3","3","3","3","3","3","1","1","0","1","1","0","0","0","1","1","1","1","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","0","4","2","","1","1","1","1","2","2","2","2","1","2","2","1",478,1435,"U","2","04554","0256"
"20031","2600867.133","2600867.133.01","2600867","05","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,0,"-",2,"1","78","1","1","3","2","3","2","2","2","2","2","2","2","2","1","1","1","2","2","1","1","2","2","1","1","2","3","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","5",478,478,"U","2","04554","0256"
"20032","2600882.010","2600882.010.01","2600882","01","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"1","38","2","2","2","2","3","2","2","2","2","3","2","2","2","3","2","1","1","2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","2","2","3","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","0","0","0","0","1","1","1","0","1","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1",322,322,"U","3","04555","0257"
"20033","2600882.032","2600882.032.02","2600882","02","02","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"1","25","2","1","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","2","2","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","3","2","2","2","2","3","2","2","2","2","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","0","1","1","1","1","0","0","0","0","3","2","","1","1","2","2","2","1","2","2","2","1","2","1",322,644,"U","3","04555","0257"
"20034","2600882.054","2600882.054.01","2600882","03","01","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"2","40","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","3","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","1",322,322,"U","3","04555","0257"
"20035","2600882.098","2600882.098.03","2600882","05","03","26","Sonora","018","Cajeme","0001","94","Ciudad Obregon","0222","01",0,2,"-",4,"1","20","2","1","1","2","2","2","2","2","2","2","2","2","2","3","2","1","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","2","1","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","1","0","0","1","1","0","1","1","0","1","1","0","0","0","3","2","","1","2","2","2","2","2","2","2","2","2","2","1",322,967,"U","3","04555","0257"
